Temperature,Raifall,Humidity,Soil_Type,Weather_Condition,Crop_Type,Yield
0.0420249148438265,0.8288506040278348,0.6566646078310523,5.947070120534626,5.800712996831306,6.145452675614135,7.566359735525964
0.9447766698392692,0.1191210301988392,0.8377275546911518,5.977010409441431,5.792711144469704,5.936276653073294,2.5663314880893955
0.608980763882571,0.065202109674302,0.520701572011909,5.6469864266746335,5.902408067261253,6.142703157149044,8.022779800731072
0.024269924203915,0.4093676609563919,0.2999021570259417,6.020760478224334,5.923666269817156,6.1689557566909725,3.6648482767709822
0.9147090783652456,0.1253543983129125,0.9978042449826994,5.9802239646254165,6.093389556015484,5.620368523371432,7.513451283420133
0.6661996535965227,0.2719771503137739,0.2715748673330196,5.9908474463983294,5.794267237502593,5.8758955104558295,8.720150655365588
0.8347728382472639,0.8178603411252053,0.9835682346618688,5.677069277198258,5.823372256682359,5.930882248878448,3.510352222187556
0.762722054066834,0.3897904069238715,0.4237130364268702,5.971219756372252,5.924307624578759,5.912166699999349,3.533370550642194
0.3504424015387926,0.66753419404722,0.4938325824434173,6.00193691865394,5.804737186168504,6.149792012309066,6.846029844167475
0.5353946967103702,0.6431328130561615,0.3221407074244835,6.024855189478692,5.826375106667851,5.898653434813887,2.972842074784457
0.5407213539873854,0.7371686239040074,0.789570466157105,5.674573586506458,5.922593793967467,5.644560159754517,3.88470582595742
0.2483708540574754,0.3459069604157258,0.5425952035248696,6.006318638834348,6.100359517152818,5.629754737703043,6.105519133678638
0.0179253768863696,0.0901152229941189,0.9059348746874016,5.997967396317902,6.1071802430240005,5.923925790104092,4.727732507699877
0.3440117730516725,0.9689569473554605,0.0944958611506158,5.983558368922992,5.771646295323936,5.887994817075863,6.989949808700765
0.1235554746027908,0.9373055739445116,0.4175510758381133,5.987411413500701,6.084541095957837,6.135003998026551,9.300840215064884
0.7569339254833676,0.7187179041259267,0.0584034191648532,5.670963201911266,5.783854325292814,6.164368917905038,4.426263515236217
0.0976302387521267,0.9927165790019008,0.6099602065569671,5.976104738229069,5.901737872008007,5.879811460300018,8.16016982764663
0.8525672460684526,0.6157747893997151,0.1141482084769888,5.971419366514112,6.113257950205921,5.930941200679794,3.5000356569518427
0.338850558841721,0.3661153875411737,0.2260158097279851,5.644351669120301,5.795955266672899,5.9028385848116285,8.417993433880913
0.2512433293439906,0.6187236488240526,0.0161761856853284,6.0188342756607,5.820690556750304,5.928139252947946,3.9903765100251833
0.9760165430816494,0.8710648593547522,0.3979433268003214,5.967071428612325,5.784807288286558,5.890868967660063,4.226141286550157
0.3559477126604031,0.1279790141371138,0.9469666775458409,5.886712488728716,6.114920807898261,5.8974652588616205,3.1641384030993995
0.2589043679027363,0.941041208391375,0.023863640104356,5.955529425556771,5.808605197606157,5.878896827844675,6.153655796827681
