Temperature,Raifall,Humidity,Soil_Type_Loamy,Soil_Type_Peaty,Soil_Type_Sandy,Soil_Type_Silty,Weather_Condition_Rainy,Weather_Condition_Stormy,Weather_Condition_Sunny,Crop_Type_Corn,Crop_Type_Rice,Crop_Type_Soybeans,Crop_Type_Wheat,split,Yield
-1.534059395164039,1.0778294203193808,0.507473525221853,False,True,False,False,False,False,True,False,False,False,True,train,7.566359735525964
1.5360540049283846,-1.3453488981397737,1.129535353742982,False,True,False,False,True,False,False,False,True,False,False,train,2.5663314880893955
0.3940661828398652,-1.5294403661969596,0.0403574413425281,False,False,False,False,False,True,False,False,False,False,True,train,8.022779800731072
-1.59444126025649,-0.3543808328482158,-0.7182234290367231,False,False,True,False,False,True,False,False,False,False,True,train,3.6648482767709822
1.4337989663952606,-1.3240667605172594,1.6794965710610137,True,False,False,False,False,False,False,True,False,False,False,train,7.513451283420133
0.5886584160613895,-0.8234633099318589,-0.8155449734443829,False,False,True,False,False,False,True,False,False,False,False,train,8.720150655365588
1.161948681329395,1.0403061610924311,1.6305871792467737,False,False,False,False,False,False,True,False,True,False,False,train,3.510352222187556
0.9169155625617424,-0.4212220344211412,-0.2928574258507735,False,True,False,False,False,True,False,False,False,False,False,train,3.533370550642194
-0.4851811697987255,0.527058476722097,-0.0519539513048339,False,False,True,False,False,False,True,False,False,False,True,train,6.846029844167475
0.1438118137562899,0.4437466076125805,-0.6418204235379504,False,False,True,False,False,False,True,False,False,True,False,train,2.972842074784457
0.1619269177074825,0.7648062709092504,0.964086336872128,False,False,False,False,False,True,False,True,False,False,False,train,3.88470582595742
-0.8323100720207366,-0.5710501098444464,0.1155754397684737,False,False,True,False,False,False,False,True,False,False,False,train,6.105519133678638
-1.616018044382725,-1.444381326433116,1.363869163786272,True,False,False,False,False,False,False,False,True,False,False,train,4.727732507699877
-0.5070507021259409,1.5561843683856948,-1.423919532064829,True,False,False,False,True,False,False,False,False,False,False,train,6.989949808700765
-1.256787085641588,1.4481193748627603,-0.3140275246345898,False,False,True,False,False,False,False,False,False,False,True,train,9.300840215064884
0.8972310689817238,0.7018113137102664,-1.547919118102738,False,False,False,False,True,False,False,False,False,False,True,train,4.426263515236217
-1.344954639507027,1.6373051591533947,0.3470153764931117,True,False,False,False,False,True,False,False,False,False,False,train,8.16016982764663
1.2224645979102684,0.3503400874325907,-1.3564017139547455,False,True,False,False,False,False,False,False,True,False,False,train,3.5000356569518427
-0.5246031608379148,-0.5020539396604122,-0.9720681670129976,False,False,False,False,False,False,True,False,True,False,False,train,8.417993433880913
-0.8225412459622274,0.3604081647464442,-1.6929954604863515,False,False,True,False,False,False,True,False,True,False,False,train,3.9903765100251833
1.6422957850499915,1.221958497097477,-0.3813921203796077,False,True,False,False,True,False,False,False,False,True,False,train,4.226141286550157
