Temperature,Raifall,Humidity,Soil_Type,Weather_Condition,Crop_Type,split,Yield
-1.534059395164039,1.0778294203193808,0.507473525221853,5.947070120534626,5.800712996831306,6.145452675614135,train,7.566359735525964
1.5360540049283846,-1.3453488981397737,1.129535353742982,5.977010409441431,5.792711144469704,5.936276653073294,train,2.5663314880893955
0.3940661828398652,-1.5294403661969596,0.0403574413425281,5.6469864266746335,5.902408067261253,6.142703157149044,train,8.022779800731072
-1.59444126025649,-0.3543808328482158,-0.7182234290367231,6.020760478224334,5.923666269817156,6.1689557566909725,train,3.6648482767709822
1.4337989663952606,-1.3240667605172594,1.6794965710610137,5.9802239646254165,6.093389556015484,5.620368523371432,train,7.513451283420133
0.5886584160613895,-0.8234633099318589,-0.8155449734443829,5.9908474463983294,5.794267237502593,5.8758955104558295,train,8.720150655365588
1.161948681329395,1.0403061610924311,1.6305871792467737,5.677069277198258,5.823372256682359,5.930882248878448,train,3.510352222187556
0.9169155625617424,-0.4212220344211412,-0.2928574258507735,5.971219756372252,5.924307624578759,5.912166699999349,train,3.533370550642194
-0.4851811697987255,0.527058476722097,-0.0519539513048339,6.00193691865394,5.804737186168504,6.149792012309066,train,6.846029844167475
0.1438118137562899,0.4437466076125805,-0.6418204235379504,6.024855189478692,5.826375106667851,5.898653434813887,train,2.972842074784457
0.1619269177074825,0.7648062709092504,0.964086336872128,5.674573586506458,5.922593793967467,5.644560159754517,train,3.88470582595742
-0.8323100720207366,-0.5710501098444464,0.1155754397684737,6.006318638834348,6.100359517152818,5.629754737703043,train,6.105519133678638
-1.616018044382725,-1.444381326433116,1.363869163786272,5.997967396317902,6.1071802430240005,5.923925790104092,train,4.727732507699877
-0.5070507021259409,1.5561843683856948,-1.423919532064829,5.983558368922992,5.771646295323936,5.887994817075863,train,6.989949808700765
-1.256787085641588,1.4481193748627603,-0.3140275246345898,5.987411413500701,6.084541095957837,6.135003998026551,train,9.300840215064884
0.8972310689817238,0.7018113137102664,-1.547919118102738,5.670963201911266,5.783854325292814,6.164368917905038,train,4.426263515236217
-1.344954639507027,1.6373051591533947,0.3470153764931117,5.976104738229069,5.901737872008007,5.879811460300018,train,8.16016982764663
1.2224645979102684,0.3503400874325907,-1.3564017139547455,5.971419366514112,6.113257950205921,5.930941200679794,train,3.5000356569518427
-0.5246031608379148,-0.5020539396604122,-0.9720681670129976,5.644351669120301,5.795955266672899,5.9028385848116285,train,8.417993433880913
-0.8225412459622274,0.3604081647464442,-1.6929954604863515,6.0188342756607,5.820690556750304,5.928139252947946,train,3.9903765100251833
1.6422957850499915,1.221958497097477,-0.3813921203796077,5.967071428612325,5.784807288286558,5.890868967660063,train,4.226141286550157
-0.4664584928805069,-1.3151057246607745,1.504838471732866,5.886712488728716,6.114920807898261,5.8974652588616205,train,3.1641384030993995
-0.7964872870441986,1.4608736811945258,-1.6665843585160072,5.955529425556771,5.808605197606157,5.878896827844675,train,6.153655796827681
-1.061044966570712,-1.6901891128365312,-1.4711831375808406,5.65329528039996,5.803449912996634,5.873165176011727,train,7.076451741932198
-0.6909381370940523,0.348061420230599,0.109702189312027,6.009428082716493,5.778360231948243,5.897854444286385,train,5.580023117596065
0.8088778060610573,1.228733216940831,1.3787817243507636,5.93698923179238,5.760884779386886,6.135311058626454,train,9.24986815548111
0.4197264592482544,1.537122245132934,-1.4474047718411172,6.029048956269117,5.794150363521545,5.938003715935504,train,2.264095487202618
0.0267258972836531,1.2084631967002264,0.4449854477645162,5.971407148681752,5.793275389842202,6.13743260542709,train,8.897691386575506
-0.2525348531948762,0.7927435715412484,0.0523787197884107,6.001371346676637,6.10982588760975,5.9269796198545,train,4.193312301378401
1.21097428936671,-1.1422379081348624,0.8057726261199253,5.948766250572706,5.802295419827727,6.147159023303048,train,7.2831060191666035
-0.3308664072538435,0.7823683386218037,1.501386809747921,5.993796622391141,6.089883176663205,5.879380900265516,train,8.221739912580405
-0.4591330913380647,0.8120778230024548,-1.2983950379930684,5.971250046216576,5.762444358824376,5.861699929231131,train,8.922356473608197
0.6850047803346815,-1.3510965546722205,1.2779770829734776,5.945104540232314,5.903033277772078,5.617827454287488,train,7.894611646012033
1.5523044938340091,-1.4350457406180597,0.4601247945613423,5.93830597410415,5.761931903034817,6.136635733120825,train,9.02997218941544
1.5501340006421038,-1.3498701744019534,1.606047558850749,6.00247369816891,5.78578775576017,5.908761996737466,train,4.020243117091556
-1.110020802742926,0.2804908957726253,0.2003852423878205,5.634044373718662,5.787317868291636,5.855229548668903,train,9.964087744126932
0.025019932146399,-0.9749692737061602,-1.5872602501670172,5.880073178677336,5.819668562220226,5.642636108388173,train,4.173313530909244
-0.362339814492936,-0.4475871281720089,1.628584256848093,5.985863389199232,6.083245966715519,5.8577241537752,train,9.562456322013094
1.3844898696224337,-0.5776515430308541,0.5647048409040341,5.946437471701781,5.800122760210718,5.869466043411237,train,7.6720120906110365
-1.2961160690409956,1.6516170867811073,0.6195162477175072,6.013633598772022,5.917790939927201,5.923116884981167,train,4.869290904211673
0.3531859489719611,0.746444979769417,-0.8911145152437926,5.99541945387594,5.798583825568047,5.867755053963793,train,7.947481391649555
0.3797429355870533,-0.0883744783035334,0.8037954836322406,5.856851169309911,5.903967681144049,5.869273205745729,train,7.703058954757892
-1.538269041189071,-1.0921016692366117,0.4121367135130405,5.983521712781609,5.787350762747143,5.894037406510427,train,9.95819963659125
1.4599557638934977,-1.7215860832633194,-1.0965623902096926,5.681780556029856,6.116705352480693,5.899704252685543,train,2.8036603974477474
0.0717159441866195,0.6842813713844743,-1.4526307797702525,5.995192787055233,6.105023739785193,5.636035890847974,train,5.163346161939025
-1.429720733247572,-1.23564272898835,1.64585282196245,5.854880200548057,5.766823931524607,5.617107223883836,train,8.002646206559648
-1.20411662453767,-0.2045702517316885,0.3303923376872908,5.95947908576067,5.812290076120409,5.919546761332224,train,5.4940625427766
-1.4397523725139951,0.5662475045022545,-0.1939671613423892,5.98271062265259,6.095322255571258,5.8870640746671,train,7.123045973153928
-0.6299860224367545,1.474763629829045,0.1083446421390015,5.956965579801252,5.776770732327275,5.880386503365347,train,5.913818037999354
-0.1015660875153939,-1.461943123621937,1.6044138947943831,5.647282422276315,5.76693948269642,6.142970623054178,train,7.978380460478855
-0.5619214287412306,-0.3319243321522076,-0.1500974651566318,6.017641768309699,5.92109523578997,6.165780684548965,train,4.191910252344145
0.6814086833745164,-1.2184643721764823,1.011527435201159,5.681267691469851,6.1163245124608885,6.173680203650747,train,2.880590081448457
1.5446582747418065,0.0136375404312628,1.6849034610702034,5.6490103753153855,5.768173734867185,5.869173028417404,train,7.719187504618309
0.5904608698194217,0.1393391556273608,-1.229680151007946,5.646361317945671,5.797639329934381,5.90456114094766,train,8.116546110075443
0.8733929226570654,0.3520354606370263,0.4786043004569604,5.868098322910511,5.912307034057665,5.894963056245332,train,5.993491607466644
-0.7360981894188087,-1.0117802389395334,-0.6843256386841449,5.978530717540779,5.903595817139412,5.868799714311255,train,7.779291075708357
-1.178739974079314,1.4141096528921906,0.7443539157609375,5.856707045750593,5.768146219480728,5.869137138782895,train,7.724965735774286
-0.6864335947805571,1.2741443120371747,0.8106814949522205,6.003093496679781,5.77326239842346,5.87581041566472,train,6.650568157800427
1.3644426058519072,0.3604129031553137,1.0695132106260428,5.866515112531024,5.775245391626563,5.628897268026576,train,6.234139585148721
-1.1596776761079606,0.4947412980863296,0.8711765010368854,5.989869979422322,5.762620615487696,5.861929829226765,train,8.885342574311082
1.0911087216131652,0.3751724235951461,-0.1159528421136424,5.883864514661743,5.82288802070978,5.646477995519038,train,3.59703046127934
-0.4116393098096087,-1.5978495385441416,-1.0578344587300512,5.999283332947266,6.094473543415606,5.8718109270262415,train,7.294485828595397
-0.2316310020737526,-1.1241113935775815,0.4397536271317205,5.948112376798854,5.905483564145797,6.146501210530559,train,7.392302939399654
0.6893351009717613,-0.4179049260531615,0.2915218054016301,5.9741064119878216,5.790401775066119,5.898166124329056,train,3.051299062842148
0.3091568957630196,-0.317734929808959,-1.524003268347753,6.003677535752961,5.90958325870661,5.891058343329484,train,6.551865554432983
1.2524583238658664,-1.3116154074196538,-0.77722411973514,6.015300747076224,5.919165320724325,5.639874579655557,train,4.587542840801574
0.6880879476463704,-1.5188692415086171,1.637752102384167,5.872651386202836,5.915682963913438,6.1590968548219225,train,5.301425987033194
-1.2889657382231334,-1.2026451199932389,1.089017779359832,6.000159071841246,5.784057297029487,5.925892036145034,train,4.383639450534924
1.3666798262681348,-0.5718647151705815,0.6791998209532109,5.992448518178072,6.102890817935123,5.918974568001501,train,5.594196375653199
0.6883830312901104,-0.4227442944701148,1.2104781938677855,5.958601585512846,5.811471402704842,5.632854164699813,train,5.640605084163076
-0.1355416987198543,-0.9489579467573024,-0.7658609935839686,6.018575714844804,6.110614199557606,5.643564376674824,train,4.034073287911444
1.3576304797353862,-0.8528028521944114,-1.465173228487875,5.967500623748231,5.759641219169471,6.133737880038158,train,9.511015801138184
-0.9823306940962108,0.1363970692744487,-1.3116963404632629,5.985128602130425,5.894291698793397,5.856952855547694,train,9.686635336641508
-0.6864912416355562,0.966860748311364,-1.4292493908837836,5.64710637431982,6.09095719774552,5.86739911444638,train,8.004787653953011
1.1852447391293257,-1.415488820897154,-0.513773447460612,6.017177429303852,5.920712439243686,5.890594171027875,train,4.270383544332393
0.7271233276402417,-0.0856951328437403,-0.0683870241497219,5.849584351938224,5.7629907458641565,5.900612174746637,train,8.8076151952544
0.7882412304458137,1.573321358956234,-0.1624478161304419,5.958962006131497,6.102959043354947,5.633255432988578,train,5.580414840848495
-1.3896570895371578,-0.5464180077725989,-0.6559338837637156,5.969412705674092,5.9228355393758685,5.6448905451460005,train,3.835148017235056
0.4373952411527987,-1.4566496992047069,-1.5282867159535412,5.859971990325717,5.906281655750891,5.909634580660345,train,7.228694160355359
-0.5113473808735848,0.4207744034959398,0.9878139145124324,5.680459357312641,5.790637293436653,6.172949781219533,train,3.001840205029974
-1.252346146072438,-0.3773767706830797,0.6057847353623397,5.851302461503039,5.899853517306759,5.613481781651551,train,8.546462541402423
0.2386087257277462,-1.5160328072927136,0.3974492983973108,6.015093416995965,5.9315974942831415,5.922617212512623,train,2.038947261244026
-1.0875103628235034,-1.1272396191456044,-0.9258038039626254,5.893652257934865,6.12014281244942,5.656396242035801,train,2.109293483764876
-1.588571221414677,-0.4027230944982627,0.3574814065445143,5.686775809421582,5.93152224975902,5.9043582154728655,train,2.0543723886888943
0.6718349556345468,-0.216061299122673,1.0284755530967191,5.650887370488743,5.801432111395057,5.8848641288247165,train,7.437638228614672
1.605299314942024,0.6189861014059657,1.6136141777677866,5.972125843202627,5.824089006247823,5.931615381291121,train,3.382054049969679
0.2739504643391608,0.2670575525960467,-1.2623713242229009,6.008932919412823,5.913915745723765,6.156914446816603,train,5.663705715916284
-1.4074349988643955,0.5785882203150374,-0.57000181898959,6.002760021200841,5.772994030061838,5.912616115783855,train,6.706925513741253
-0.3493455901323246,-0.8232764012336609,0.3145430432719066,5.974211254275367,5.826034613226301,5.650232929255421,train,3.033790400821995
0.3595371996714073,-1.4594277478717852,1.106590313398609,5.981081011886325,5.801760286619397,6.146581982072379,train,7.378894863457555
-1.224984878323036,-0.2544056503928736,0.0224604489508448,5.640348439415879,6.085938929252493,5.89940724506498,train,9.018477889544286
1.4928296526388998,0.6919463025279933,-1.5010601617499186,5.843168969872264,6.082155387768652,5.895039957180775,train,9.782753269280178
0.1393714979781694,-0.1208009213941955,0.8889066020646514,5.978273850951093,5.903399094921947,5.882192933708113,train,7.819619130288964
1.595544148301909,1.6621724163420553,0.3916327944735989,5.965351941602387,5.8935028033719625,5.6048024726073296,train,9.848358898035729
-0.1266690489867407,0.3719876265777374,-0.7338638767147369,6.003662636826065,6.098137416462721,5.913487784587643,train,6.554383473078362
-0.928641080323432,1.2212193267852969,-0.1099516784343105,5.979696431010741,6.092979542265464,6.145272468834627,train,7.59627406092419
-0.7621630194579243,0.9958270088977808,-1.1753228295896314,5.95143998193259,6.096740340180603,5.889067243136246,train,6.836592882065937
-0.4935106814330094,0.4273494811994356,-0.6684465932360572,5.971611206380856,6.086695481538276,5.874878002256874,train,8.865654327816237
1.2674635326672083,1.147334998926463,0.931016017975286,5.686575565482164,5.7950060135577415,5.656562138730224,train,2.084408979601519
-0.8655534856846031,0.8166756848618923,-0.924545844535275,5.997411051304678,6.106747836256297,5.903203706124288,train,4.815078674776052
